ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.05488003621830429,0.2654614625667972,-0.13569132549348192,0.1155638127458779,0.9804995511158039,1.7154005296242845,-1.187298969483929,1.3192815112906044,-1.2926568598087913,0.0
-2.3398724131010726,-2.0919926872691184,-0.38724913320736337,-0.3151441809802709,0.06805875728572003,2.0701621660630813,0.2726850457536351,-0.6477327814360472,0.6879440997585085,0.0
0.710690337649582,0.8697855042186972,-0.23832489863074546,1.3952346839510084,-0.09081118624612373,-0.09340270742321129,0.7862778851292089,-0.0003763907136349615,-1.1731160201153596,0.0
0.8621671720749053,0.5616894101446014,0.007135561642306253,0.6072570341037473,0.6531929261441268,-0.7804098854041476,1.263148944581456,2.1757525839744516,0.8529781041624616,0.0
1.4018792814409289,-0.47765741702596637,-0.463029945747618,-0.37256140608980576,-0.6624831541060506,-0.3441157637158229,-0.8288607609553174,-2.2086144685903344,0.13972011006402865,0.0
-1.0397551677897863,-0.252374822203573,0.7904985822937468,0.27403160051112124,-0.1969312571681756,-1.808301902735723,-1.7895282471910154,-0.7382646632083214,-1.8123429398176547,0.0
2.1894905399498406,1.614357876312628,0.7906183289533986,0.2536542988195569,1.6881993230474142,-1.76877807176516,-0.15017838916901974,1.1661246971996075,-1.6664174526226168,0.0
1.0842462074164736,0.21770067137612967,-0.9643265942322135,-1.6573618891329185,-0.8545833507309062,0.6018194898853614,-0.5838576034025815,-0.2327201580166214,0.560116164095186,0.0
0.35802692425331567,-2.4179405469237336,-0.8929198013810299,0.44198700963844767,-1.830084280846864,-0.45628262118515683,-0.47976808276594984,-0.8017117791305594,-0.4786804743888338,0.0
2.444945820521959,0.9633498412734307,0.41056773221130194,1.2665444802540566,1.9802695851026613,1.7101471095184788,1.1084229699334462,0.3560833770457571,0.520359404032579,0.0
0.19671147308019105,-0.9643675517594025,1.2216133898676251,0.2778091468078556,-0.19845122175287447,-0.009267995354146385,0.39641194682980685,0.789968288791758,-0.3920187961245128,0.0
0.6239679916186553,0.6966346058853046,-0.37123345694075977,0.6403242256910405,-0.297709033275794,-0.7700846808109331,0.07369042143975363,0.6453635323791771,0.058104592844794016,0.0
